round_id,hand_no,player_id,dealer_upcard,dealer_hand_value,hand_start_value,hand_final_value,hand_result,actions,cards,bet,profit/loss,balance
934,,0,7,18,16,25,Bust,H,"[7, 9, 9]",1,-1,
934,,1,7,18,12,23,Bust,HH,"[2, 'Q', 'A', 'Q']",1,-1,
934,,2,7,18,21,21,Blackjack,,"[10, 'A']",1,1.5,
935,,0,6,20,19,19,Loss,S,"['J', 9]",1,-1,
935,,1,6,20,11,21,Win,D,"[3, 8, 'Q']",2,2,
935,,2,6,20,7,16,Loss,HS,"[3, 4, 9]",1,-1,
936,,0,10,20,9,19,Loss,HHS,"[2, 7, 5, 5]",1,-1,
936,,1,10,20,4,20,Push,HHS,"[2, 2, 'K', 6]",1,0,
936,,2,10,20,9,21,Win,HHS,"[7, 2, 5, 7]",1,1,
937,,0,8,21,21,21,Push,,"['A', 10]",1,0,
937,,1,8,21,11,17,Loss,D,"[6, 5, 6]",2,-2,
937,,2,8,21,8,26,Bust,HH,"[4, 4, 8, 10]",1,-1,
938,,0,5,22,12,12,Win,S,"['J', 2]",1,1,
938,,1,5,22,21,21,Blackjack,,"['Q', 'A']",1,1.5,
938,,2,5,22,19,19,Win,S,"[9, 10]",1,1,
939,,0,8,18,19,20,Win,HS,"[7, 2, 'A']",1,1,
939,,1,8,18,20,20,Win,S,"['K', 'J']",1,1,
939,,2,8,18,15,21,Win,HS,"[6, 9, 6]",1,1,
940,,0,10,21,20,20,Loss,S,"['K', 10]",1,-1,
940,,1,10,21,20,20,Loss,S,"['Q', 'Q']",1,-1,
940,,2,10,21,11,19,Loss,D,"[2, 9, 8]",2,-2,
941,,0,10,20,9,17,Loss,HS,"[4, 5, 8]",1,-1,
941,,1,10,20,18,18,Loss,S,"['K', 8]",1,-1,
941,,2,10,20,20,20,Push,S,"[10, 'J']",1,0,
942,,0,10,19,14,19,Push,HS,"[4, 'J', 5]",1,0,
942,,1,10,19,18,21,Win,HS,"['A', 7, 3]",1,1,
942,,2,10,19,17,17,Loss,S,"['K', 7]",1,-1,
943,,0,10,20,12,22,Bust,H,"[7, 5, 'J']",1,-1,
943,,1,10,20,5,22,Bust,HH,"[3, 2, 8, 9]",1,-1,
943,,2,10,20,15,20,Push,HHS,"['A', 4, 'J', 5]",1,0,
944,,0,10,23,12,18,Win,HHS,"[4, 8, 'A', 5]",1,1,
944,,1,10,23,12,17,Win,HHS,"[2, 'J', 2, 3]",1,1,
944,,2,10,23,20,20,Win,S,"['Q', 10]",1,1,
945,,0,9,24,17,17,Win,S,"[7, 'K']",1,1,
945,,1,9,24,20,20,Win,S,"['J', 'K']",1,1,
945,,2,9,24,14,24,Bust,PPH,"[8, 6, 'K']",1,-1,
945,,2,9,24,11,16,Win,D,"[8, 3, 5]",2,2,
945,,2,9,24,18,18,Win,S,"[8, 'J']",1,1,
946,,0,8,13,12,27,Bust,HH,"[2, 'J', 5, 'K']",1,0,
946,,1,8,13,15,27,Bust,HHH,"['A', 4, 'J', 2, 'K']",1,0,
946,,2,8,13,8,22,Bust,HH,"[3, 5, 'Q', 4]",1,0,
947,,0,9,19,20,20,Win,S,"[10, 'K']",1,1,
947,,1,9,19,12,19,Push,HHHHS,"['A', 'A', 'A', 3, 'Q', 3]",1,0,
947,,2,9,19,16,26,Bust,H,"[9, 7, 'K']",1,-1,
948,,0,10,20,8,23,Bust,HH,"[6, 2, 8, 7]",1,-1,
948,,1,10,20,16,26,Bust,H,"['K', 6, 'Q']",1,-1,
948,,2,10,20,15,20,Push,HS,"['J', 5, 5]",1,0,
949,,0,7,17,20,20,Win,S,"['Q', 'K']",1,1,
949,,1,7,17,12,18,Win,HS,"['Q', 2, 6]",1,1,
949,,2,7,17,6,18,Win,HHS,"[2, 4, 'J', 2]",1,1,
950,,0,3,24,14,14,Win,S,"[4, 'Q']",1,1,
950,,1,3,24,16,19,Win,HS,"[5, 'A', 3]",1,1,
950,,2,3,24,11,17,Win,D,"[9, 2, 6]",2,2,
951,,0,2,21,19,19,Loss,S,"['A', 8]",1,-1,
951,,1,2,21,15,15,Loss,S,"[5, 10]",1,-1,
951,,2,2,21,12,13,Loss,HS,"[8, 4, 'A']",1,-1,
952,,0,10,21,13,21,Push,HS,"['Q', 3, 8]",1,0,
952,,1,10,21,17,17,Loss,S,"['J', 7]",1,-1,
952,,2,10,21,17,17,Loss,S,"['J', 7]",1,-1,
953,,0,10,20,18,18,Loss,S,"['J', 8]",1,-1,
953,,1,10,20,18,18,Loss,S,"[8, 10]",1,-1,
953,,2,10,20,15,17,Loss,HS,"[5, 10, 2]",1,-1,
954,,0,10,18,11,20,Win,D,"[8, 3, 9]",2,2,
954,,1,10,18,12,20,Win,HS,"['Q', 2, 8]",1,1,
954,,2,10,18,18,18,Push,S,"[10, 8]",1,0,
955,,0,5,21,13,13,Loss,S,"[8, 5]",1,-1,
955,,1,5,21,12,12,Loss,S,"[2, 'J']",1,-1,
955,,2,5,21,20,20,Loss,S,"['Q', 10]",1,-1,
956,,0,4,18,19,19,Win,S,"[9, 10]",1,1,
956,,1,4,18,11,15,Loss,D,"[4, 7, 4]",2,-2,
956,,2,4,18,19,19,Win,S,"['K', 9]",1,1,
957,,0,6,19,18,21,Win,D,"[7, 'A', 3]",2,2,
957,,1,6,19,14,21,Win,D,"['A', 3, 7]",2,2,
957,,2,6,19,11,18,Loss,D,"[9, 2, 7]",2,-2,
958,,0,10,22,15,18,Win,HS,"[6, 9, 3]",1,1,
958,,1,10,22,11,14,Win,D,"[4, 7, 3]",2,2,
958,,2,10,22,15,22,Bust,HH,"[4, 'A', 'Q', 7]",1,-1,
959,,0,10,17,12,18,Win,HS,"['Q', 2, 6]",1,1,
959,,1,10,17,21,21,Blackjack,,"['A', 'J']",1,1.5,
959,,2,10,17,21,21,Blackjack,,"[10, 'A']",1,1.5,
960,,0,5,19,10,18,Loss,D,"[4, 6, 8]",2,-2,
960,,1,5,19,12,12,Loss,S,"[9, 3]",1,-1,
960,,2,5,19,13,13,Loss,S,"[3, 'K']",1,-1,
961,,0,10,23,13,20,Win,HS,"[3, 'J', 7]",1,1,
961,,1,10,23,15,17,Win,HS,"[8, 7, 2]",1,1,
961,,2,10,23,16,26,Bust,H,"['K', 6, 'K']",1,-1,
962,,0,10,20,12,22,Bust,HH,"['Q', 2, 2, 8]",1,-1,
962,,1,10,20,15,19,Loss,HS,"['Q', 5, 4]",1,-1,
962,,2,10,20,12,22,Bust,H,"[6, 6, 10]",1,-1,
963,,0,10,17,17,18,Win,HHHS,"[2, 5, 'A', 8, 2]",1,1,
963,,1,10,17,16,20,Win,HS,"['J', 6, 4]",1,1,
963,,2,10,17,17,22,Bust,HH,"['A', 6, 7, 8]",1,-1,
964,,0,10,20,13,23,Bust,H,"[3, 'Q', 10]",1,-1,
964,,1,10,20,19,19,Loss,S,"[9, 10]",1,-1,
964,,2,10,20,15,22,Bust,HH,"[6, 9, 'A', 6]",1,-1,
965,,0,8,26,17,23,Bust,D,"[8, 9, 6]",2,-2,
965,,1,8,26,21,21,Blackjack,,"['K', 'A']",1,1.5,
965,,2,8,26,19,20,Win,HS,"[7, 2, 'A']",1,1,
966,,0,10,22,12,20,Win,HHS,"[4, 8, 'A', 7]",1,1,
966,,1,10,22,18,18,Win,PS,"[8, 'Q']",1,1,
966,,1,10,22,19,19,Win,S,"[8, 'A']",1,1,
966,,2,10,22,19,19,Win,S,"['K', 9]",1,1,
967,,0,10,24,13,23,Bust,H,"['J', 3, 'J']",1,-1,
967,,1,10,24,18,18,Win,S,"[9, 9]",1,1,
967,,2,10,24,20,20,Win,S,"[10, 'Q']",1,1,
968,,0,8,18,18,18,Push,S,"['A', 7]",1,0,
968,,1,8,18,13,22,Bust,H,"[3, 'J', 9]",1,-1,
968,,2,8,18,8,27,Bust,HH,"[4, 4, 9, 'K']",1,-1,
969,,0,10,19,20,20,Win,S,"['K', 'Q']",1,1,
969,,1,10,19,17,20,Win,HS,"['A', 6, 3]",1,1,
969,,2,10,19,13,21,Win,HHS,"[3, 'J', 3, 5]",1,1,
970,,0,7,25,21,21,Blackjack,,"['A', 10]",1,1.5,
970,,1,7,25,14,19,Win,HHHS,"[3, 'A', 3, 6, 6]",1,1,
970,,2,7,25,14,24,Bust,H,"['J', 4, 'K']",1,-1,
971,,0,5,17,10,20,Win,D,"[5, 5, 'K']",2,2,
971,,1,5,17,11,18,Win,D,"[4, 7, 7]",2,2,
971,,2,5,17,21,21,Blackjack,,"['A', 'Q']",1,1.5,
972,,0,7,12,14,23,Bust,H,"[4, 'J', 9]",1,0,
972,,1,7,12,15,22,Bust,H,"['Q', 5, 7]",1,0,
972,,2,7,12,15,25,Bust,H,"[5, 'Q', 10]",1,0,
973,,0,9,20,15,18,Loss,HS,"['Q', 5, 3]",1,-1,
973,,1,9,20,13,19,Loss,HHS,"[8, 5, 2, 4]",1,-1,
973,,2,9,20,15,25,Bust,H,"['K', 5, 'Q']",1,-1,
974,,0,7,23,13,18,Win,HHS,"[3, 10, 3, 2]",1,1,
974,,1,7,23,18,18,Win,S,"['J', 8]",1,1,
974,,2,7,23,18,18,Win,S,"['J', 8]",1,1,
975,,0,1,18,7,17,Loss,HS,"[4, 3, 10]",1,-1,
975,,1,1,18,13,17,Loss,HS,"[3, 'K', 4]",1,-1,
975,,2,1,18,12,22,Bust,H,"[3, 9, 'J']",1,-1,
976,,0,2,18,17,17,Loss,HS,"['A', 6, 'K']",1,-1,
976,,1,2,18,13,13,Loss,S,"['J', 3]",1,-1,
976,,2,2,18,11,21,Win,D,"[6, 5, 'K']",2,2,
977,,0,10,17,12,17,Push,HS,"[2, 'Q', 5]",1,0,
977,,1,10,17,15,22,Bust,H,"['Q', 5, 7]",1,-1,
977,,2,10,17,20,20,Win,S,"['K', 10]",1,1,
978,,0,2,21,21,12,Loss,D,"[2, 9, 'A']",2,-2,
978,,1,2,21,14,14,Loss,S,"[4, 10]",1,-1,
978,,2,2,21,21,21,Push,,"['J', 'A']",1,0,
979,,0,4,24,7,17,Win,HHS,"[5, 2, 3, 7]",1,1,
979,,1,4,24,17,17,Win,S,"['Q', 7]",1,1,
979,,2,4,24,12,12,Win,S,"[2, 'Q']",1,1,
980,,0,3,21,17,16,Loss,HHS,"[3, 4, 'A', 8]",1,-1,
980,,1,3,21,21,21,Push,,"[10, 'A']",1,0,
980,,2,3,21,20,20,Loss,S,"['J', 'J']",1,-1,
981,,0,10,20,9,17,Loss,HS,"[5, 4, 8]",1,-1,
981,,1,10,20,14,19,Loss,HS,"[4, 'Q', 5]",1,-1,
981,,2,10,20,18,18,Loss,HS,"[7, 'A', 'Q']",1,-1,
982,,0,10,22,17,17,Win,S,"['Q', 7]",1,1,
982,,1,10,22,19,19,Win,S,"[10, 9]",1,1,
982,,2,10,22,13,21,Win,HS,"['Q', 3, 8]",1,1,
983,,0,10,20,10,20,Push,HS,"[3, 7, 10]",1,0,
983,,1,10,20,18,18,Loss,S,"['K', 8]",1,-1,
983,,2,10,20,18,18,Loss,S,"[10, 8]",1,-1,
984,,0,9,21,11,20,Loss,D,"[8, 3, 9]",2,-2,
984,,1,9,21,11,17,Loss,D,"[5, 6, 6]",2,-2,
984,,2,9,21,13,24,Bust,HH,"[5, 8, 2, 9]",1,-1,
985,,0,10,20,5,23,Bust,HH,"[3, 2, 8, 10]",1,-1,
985,,1,10,20,18,19,Loss,HS,"[4, 4, 'A']",1,-1,
985,,2,10,20,9,26,Bust,HH,"[2, 7, 7, 'K']",1,-1,
986,,0,2,21,12,22,Bust,H,"[8, 4, 10]",1,-1,
986,,1,2,21,7,22,Bust,HH,"[3, 4, 5, 'K']",1,-1,
986,,2,2,21,18,18,Loss,D,"['A', 7, 'J']",2,-2,
987,,0,3,20,11,17,Loss,D,"[5, 6, 6]",2,-2,
987,,1,3,20,6,16,Loss,HS,"[2, 4, 'Q']",1,-1,
987,,2,3,20,15,20,Push,HS,"[4, 'A', 5]",1,0,
988,,0,10,19,14,22,Bust,H,"[4, 'J', 8]",1,-1,
988,,1,10,19,16,21,Win,HS,"['A', 5, 5]",1,1,
988,,2,10,19,15,20,Win,HS,"[9, 6, 5]",1,1,
989,,0,6,19,16,16,Loss,S,"[6, 'Q']",1,-1,
989,,1,6,19,15,15,Loss,S,"[6, 9]",1,-1,
989,,2,6,19,16,16,Loss,S,"[6, 'K']",1,-1,
990,,0,10,20,19,19,Loss,S,"[9, 'Q']",1,-1,
990,,1,10,20,13,23,Bust,HH,"[9, 4, 2, 8]",1,-1,
990,,2,10,20,13,19,Loss,HS,"['K', 3, 6]",1,-1,
991,,0,6,17,18,18,Win,S,"['K', 8]",1,1,
991,,1,6,17,20,20,Win,S,"['K', 'Q']",1,1,
991,,2,6,17,14,14,Loss,S,"[6, 8]",1,-1,
992,,0,9,17,15,21,Win,HHS,"[5, 10, 'A', 5]",1,1,
992,,1,9,17,10,20,Win,D,"[7, 3, 10]",2,2,
992,,2,9,17,18,18,Win,S,"['Q', 8]",1,1,
993,,0,5,21,15,15,Loss,S,"['J', 5]",1,-1,
993,,1,5,21,14,14,Loss,S,"['K', 4]",1,-1,
993,,2,5,21,15,15,Loss,S,"['K', 5]",1,-1,
994,,0,7,17,9,19,Win,HS,"[3, 6, 10]",1,1,
994,,1,7,17,14,20,Win,HS,"['J', 4, 6]",1,1,
994,,2,7,17,14,22,Bust,HH,"[10, 4, 'A', 7]",1,-1,
995,,0,5,19,13,13,Loss,S,"[5, 8]",1,-1,
995,,1,5,19,17,17,Loss,S,"[7, 'K']",1,-1,
995,,2,5,19,17,17,Loss,S,"[8, 9]",1,-1,
996,,0,8,18,16,26,Bust,H,"[9, 7, 10]",1,-1,
996,,1,8,18,12,20,Win,HHS,"[2, 'J', 5, 3]",1,1,
996,,2,8,18,12,19,Win,HHS,"[2, 'K', 2, 5]",1,1,
997,,0,1,19,13,22,Bust,H,"[4, 9, 9]",1,-1,
997,,1,1,19,15,19,Push,HS,"[4, 'A', 4]",1,0,
997,,2,1,19,18,18,Loss,S,"['J', 8]",1,-1,
998,,0,7,19,12,22,Bust,H,"[9, 3, 'Q']",1,-1,
998,,1,7,19,20,20,Win,S,"['J', 'J']",1,1,
998,,2,7,19,12,22,Bust,H,"[2, 'Q', 'J']",1,-1,
999,,0,10,20,20,20,Push,S,"[10, 'Q']",1,0,
999,,1,10,20,16,23,Bust,H,"['J', 6, 7]",1,-1,
999,,2,10,20,20,20,Push,S,"['K', 10]",1,0,
1000,,0,6,23,16,13,Win,D,"['A', 5, 7]",2,2,
1000,,1,6,23,15,15,Win,S,"['K', 5]",1,1,
1000,,2,6,23,15,18,Win,D,"['A', 4, 3]",2,2,
